tweet,sentiment,highlight
@magalouuu eltella la farah enno khefet aletle hie kamen,Negative,None
@MahaSabek @nancyajram akid w hayda dalil najeha l mostamer w nshallah bedal fo2 rass 3ayleta,Positive,None
@MahdiAlwazwaz msh shway ktir,Neutral,None
@MahdoumeAna hahaha keno kellon 5ateyra keno 3m y2oulo chou m2a3edon ma3na hole:P,Positive,None
@majdalakhattar eh eh ktir 7abbeit fye a3mel retweet ???? :p,Positive,None
@makramaoun @nidaleissa lech hek 3am tehkoune tab ? :( :/,Negative,None
@Malaakannan Hahaha ktir da77akne walla :p,Positive,None
@maleksharif plz s2alo shou ra2yo bl shebeb yelle darabou l 3alam bl wassat Beirut w yelle 2awas b zalka,Negative,None
@malissalovefy @Jessica_Nassar chou bye2rabik shammas taba3 lbaradeh storet,Neutral,None
@Malychef yaa allaa ktiiir meze3jinn,Negative,None
@ManuellaaRicha @SebaalyMarc @janasalibaa chou ma ken,Neutral,None
@maram_ps @NourAjram @loloalghazzawi @meme_ajram @ShOoDyRoSe @KubraAjram @NancyAjram as u like ma bdk ta3mle ente 7erra aked,Neutral,None
@MaramAzzam ktir 7elwe sourit il profile bravo,Positive,None
@MarcRashed4 enta ktir sa2il,Negative,Bullying
@MarcRashed4 weer hayda taba3 mbereh?,Negative,Foul language
@maria_harik w ana ktir bhbebikkkkkkk,Positive,None
@Maria_Kassis Lehhhh ktir meshweye:o,Negative,None
@MariaaYasminee @MhdDankar @marwan_fd @CarmenChammas No marwan bi7ebna 😌,Positive,None
@MariaFrangieh lol tab waynik now dakhlik enteh sekneh bi beirut,Neutral,None
@mariagilmour6 @neymarjr khabrineh chou fhemteh,Neutral,None
@mariagilmour6 @reemxxo ehh la2an jessma mish helo?!,Negative,Bullying
@mariagilmour6 yemken hayda 3anjad helem,Negative,None
"@mariagilmour6: “@hanadymatta: @mariagilmour6: Ktir l 3alam weskha tbfh"" leh angry ?” Leh 3am tethachare?"" Am bes2al",Negative,None
@mariakhouryyy mmmm ktir taybin ma3ik 7a2,Positive,None
@MarianCarolian @CAROLE_SAMAHA Chu hl 5abar l helo tal3a helwe bl habal ana akide Hata law mch mbayan wejik,Positive,None
@MarianneMerhi @TheresaSahyoun hahahahaha salmile ktir 3alayon tomorrow or wednesday!!,Positive,None
@MariaPia_Merheb: Ya okhte chou ze3jik enteee masmoomeee piaaa,Negative,None
@MariaS_Official byelba2lek ktir chou ma bte3mli helou 3layi,Positive,None
@MariaS_Official hahaha jamelo akid mafi ahla min hek amar mech rah n5aber hada hayda ser,Positive,None
@MariaS_Official plzzzz follow ana lyom 3id miledi farhini bi follow minek plzzz ktir bhebek be3chaek,Positive,None
@MarieLynnnnn @ValeriaJalikian @Gacia_d aywaa aywaaa nshalla nnja7 sara7a ana ktir khayfe :/,Negative,None
@marieroseosta @Change Yl3n shaklik S2ltik how 😂 Gebran 3ndo ppl that voted for him just so you know 😜,Negative,Sarcasm
@Mariomannah ana w z8ir kenet este7ee ktir,Neutral,None
@Maromoawad abalneh li ken chaklo helo bel selfie,Positive,None
@MarwaElMarouk eh ana ma hasset hahahaha mart l made hasset fiya ktir :p,Positive,None
@Marwakkari @tmclebanon merci Madame!! Miss u ktir!! :),Positive,Courtesy words
@Marwan_BFD @dankarz @MhamadDankar @AdhamArslan eza hada sa2al 3an lshabe kilo busy bl whatsapp,Negative,None
@Marwan_BFD hahahah haram wloo!!,Negative,Joke
@Marwan_BFD la2 ma32ol 3melto hashtag 3n zalami lol !,Positive,None
@marwan_fd @Khalilsaad7 Se3den temo ad mgharit Jeita w mankhouro mtl kwe3 arayya,Negative,Bullying
@Marwan_Kanj hahahahah... Plz khali 3ndkon!!!,Positive,None
@marwan_masre sheyef el chabah moukhif ka2ina hye w  hssein el deik twins ðŸ™„ðŸ¤£ðŸ¤¦â€â™€ï¸,Negative,Bullying
@MarwanKamar ktir 3m tzida 3ama law israele ma hek wlw,Negative,None
@marwasezin: @najwakaram ma akhadet chi lyom kmn cho hl 7azz hayda  ..... B7ebiikk ya 7elwe w allah ywaf2ek w ye7mike wayn ma baramte ,Negative,None
@marylinchahine ente ente bhebbek ktir,Positive,None
@MaryNanuss @NancyAjram heyde l soura bt3a2id ktr bheba,Positive,None
@mashrou3leila tonight on hayda 7ake! Can't wait 😍,Positive,None
@mastr_sba3e thank u ya helo,Positive,Courtesy words
@Matthieu Nahed chou jebtileh ma3ik????,Positive,None
@maximkhalil1 happy birthday ya ajmal moumassel maxim khalil...kelak ehssess w temssilak bi2asser fina ...w jamelak w kel chi fik helo,Positive,None
@maxwont hahahaha ana ma khasne mech ana na2ayto,Neutral,None
"@mayadiab quoting ziad ""maya 3enda sheghel al ma ba3ref hayda shu eza manno shghel..."" The concert was great and i love the new song!",Positive,None
@MayaEMansour because muscle cars fyon ktir ahsne,Neutral,None
@maysoufan19 hii ya helo,Positive,None
@mazenmoadam mazenn natrinakk b 3amal helo metel ekhtarab l7ay kna nteb3o 3atoull kter heloo,Positive,None
@mb561997 _|_ bi kessa la emak ? Ma fhemet chou ya3ne ? _|_ ?,Negative,Foul language
@MCFC ma fhemet ento chou khaskon ?,Negative,None
@melbardisi1 @mariezr04 @62Roses @kayal40 @wardh_881 @SoonaMaatouk waw waw,Positive,None
@MelhemAntonio enta.. Ktir bekrahak-.-,Negative,None
@MelhemAntonio shu hal jahesh hayda :p,Negative,Foul language
@melissahabchy @MyriamSaidy ana kenet eltella enteh ktir hableh walla,Negative,None
@MelodieTamer @AnisTabet23 hayda li elon chi 100 sene b 3amro fi ?,Neutral,None
@MelodieTamer yaret ha ele :(,Negative,None
@MEMEHW999 @HaifaWehbe ktir 7elwe meme 👍😍,Positive,None
@mhamadallouch @khadijaomari @Paulastih eh helo 3ane lakan.,Negative,None
@mhamadallouch @Paulastih @Zeytoona 😘😘😘 aloushii 3yunak el helwen beshufu kel she helo 😉,Positive,None
@MhamadDankar @dankarz @Marwan_BFD @AdhamArslan no bas shakla ktr helwe hayde mnemshi feha ziad,Positive,None
@Mharakeh ana chou khasneh ma bhayeteh hekiya heheheh,Neutral,None
@mhmdmakmouk @RAlayoubi fi ktir ktir.,Neutral,None
@miakhalifa miaaa ana bhbik ktir,Positive,None
@mich_h ehhhhhhhhh ma heikkkkk chou ha tetsalehhh bi cha3ratik mahroutin 3al sa2ef bel jeux de lumiere,Negative,Sarcasm
@mich_h his is ktir  i want to hit him with a tanjaret daghet on his face.,Negative,None
@michaelabizeid hahahahahha hew ktir helo.,Positive,None
@michberberi hahahahahahahaha ktir awiye :p,Positive,None
@Michel961 bas ana tize a2wa men bouzak,Negative,Foul language
@MichelleChekie chu helo bs lwahad yfut l3ndk 3l profile btotla3 b khele2to soura panoramique la snenik :|,Neutral,Bullying
@MichelleRomanos HAHAHHAHAHAHAHHAHA thank you thank you btw di3ayet fadi r3aydi chou zakkaretne fikeee😂😂😂😂😂btw chta2nelik,Positive,None
@midolebnen ana ktir b7eb hal8enyee,Positive,None
@MiguelChallita @FunnyLeb hahahaha awiye ktir :'),Positive,None
@MikeHalwani @YaraDidntFly @WhatsppBrasil @GioDelSpears hahahaha kazam ya3ne asir ktir,Neutral,Known fact
@miladhad sawtk helo w enta mahdum :):p,Positive,None
@MiledEl_Hayek ouff man mabrouk  chou mfakkar techtere fiyoun 😂,Positive,None
@miraalmulla ashya ktir khabrine 😱,Neutral,None
@miro_mattar @NowaraK Ba3du sar2lik soura ??,Neutral,None
@miro_nk @dana18D @lovelymemo2000 @najwakaram ouli l7amdellah ana b7ebou ktir la 7azzi bs lama te7kini nannouj ykhalili 7azzi hahhahaha,Positive,None
@miro_nk bons chefte hayda li esmo mechkle chu bala a5le2 chu keteb,Negative,None
@MishGhareeb @WaelMansour0 ktr helo ma ma32ul sawto kn r23,Positive,None
@MishoRicha @NadimBayeh_ chou khas? ben iran w saudi iran is LESS WORTH tnaynetoun adrab men ba3ed w alla yeb3edoun 3anna.,Negative,None
@missua_ ktir eabele a3ref 3a chu byetkhena2o...la222 hayde skarbinteee,Negative,None
@mlzzzzzz 3adz  3melo ba3d chi machrou3 baleyÃ© #groupe #de #putes #groupe #de #putes,Negative,Foul language
@MMhedged ktir awiyeee 👏👏👏,Positive,None
@MoeJamul @judySpica aribe ktir,Neutral,None
@MoeSlim95 @rayanammar07 @RayanneHarake waw shabeb waw. Niyyelna nehna 3a hek ref2a 😊 3anjad,Positive,Courtesy words
@moezreikLFC hayda 7akeh!,Positive,None
@Mohamad_kaiss and Finally Lah Nshufakkk Bukra Btsade2 Ktir Mabsuta w Heik Hasesta Hal2a Ha T3awed l far2 Kelu w Tkaser L dene 😍 best Prog,Positive,None
@MohamadJalloul_ Jalloul jeble username nasser ibrahim hayda m3 l milan halllllllla2:p,Positive,None
@Mohammad_Karnib uffff mecg bas enta yali ma3o syara wbirouh fya 3achoglo hala2 a3ed belbeit hayda mm wein bita3mi 3aylto,Negative,None
@MohammadOue haha wowwww mbayneh ktir 7elwe haifa !!!!!!,Positive,Courtesy words
@MomoLfcAbdallah Eh helo te3li2o 3al goal. Bass ktir bi3affes 7ake ka2ano shi mo7ader w 3am y7ader bl coaches :p,Negative,None
@Monier_Heghazy helo ketirðŸ‘,Negative,Sarcasm
@MoonMoonlight8 Haha iMiss u 2 ana sret Beirut blshet dob w at 1 3nde work,Neutral,None
@MorenaAndalucia hahahahhahahaha lol ktir osas :p w 3andeh album eleh bas tretil kalimeteh w al7aneh,Positive,None
@Mostaphaki @lollanasser2 @ellananoss @rama_ajram @tayemooriya Salmmtek Lama,Positive,None
@mouawadnicolas dawrk ra23 bi yasmina ktr helo :),Positive,None
@mouawadnicolas ittiham w law w 10 abid zghar 3njad bi32do l series l sene ittiham ra23 myriam massle ktr helo lezm tehdaro,Positive,None
@moudiidd hayda lshari3 eli bil boroj? :p #okbye #okbye,Neutral,None
@MouhamadNahle lol ktir hek habal walaw,Negative,Bullying
@MOULOUKHIEH eza khefet aalayke ktir batel a3ref nem,Negative,None
@mounib28 chou hl chi,Neutral,None
@moussa_a_b HAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHHA KTIR AWIYE,Positive,None
@moussamaaz aka natra l soura khalesneh,Negative,None
@mozamnyoka chou ha Tizzzz,Neutral,None
@MShamsldeen ma3 eno mbere7 katabet ktir eshya,Neutral,None
@mtvlebanon ktir 7lou,Positive,None
@MTVLebanonNews yeah eh w chou 3arafoun l mas2ouline enno bada tchatte ???,Neutral,None
@my orthodentist please ma ktir tnikile temme i wanna enjoy China box liom,Negative,Foul language
@Myriam_Khalil exactly. Yemken shi soura mn asel 10 ele la ya3rfo ysawroune.,Negative,Joke
@myriam_menhem lech btenbe3 ?,Neutral,None
@myw4stedyouth: @reine667 ehhhhh ra7 a3mil depression halakouneehahahahahaha law kenet beirut kenet se3adtik,Negative,None
@Nabhan17 ma helo hek eno yna2o shi w khalasna,Negative,None
@nad_man89 3amle 7ala ma3 l thawra w bitdala le72eeto w de3meeto,Negative,None
@NadaTDehni no 3mele vocab kamen eno akid you already know them w eno haynin ma bedon wa2et ktir.,Neutral,None
@nadeabk amtin baddik tejeh 3a beirut,Neutral,None
@nadeabk law bye3emlou hek hayda 8abewe bil nessbe elon.. Walaw!!!,Negative,None
@NadimKolfat @charbels41 l helo fie 3am ynakit 3al sukleen w houe chauffeur taxi,Negative,Bullying
@NadineElRassi @Mariane_Saad woselik saleme aw nesyetne ðŸ˜ knt ktir habe enzal bs ma edrt chefte el school chu bta3mulðŸ˜­,Negative,None
@NadineJaber chou bech3aaaaaaaaa bassssss ktirrrrrr bas chakla merte7a w jawza merte7 la hal2adeh fadeh rasa,Negative,Bullying
@NadineKDe1 haha bass hayda bibatil esmo syem :p Ramadan Karim,Neutral,None
@nadinennjeim amaising law ktr helo awal hal2a ktr helwe @AbedFahdKingdom @khal333340 ra7 dal e7daro :)&lt;3,Positive,None
@nadinennjeim law bi3a2id w ente btjanine Chu hl temsil l ra23 w helo enik 3m techte8le bli bthebi l fashion ktr helo w tesmimik helo ktr :),Positive,None
@nadinezeidane @HalaElite1 hahahahahhaha lol tab tante hala ktir bhebba w mahdoumeh w aribeh lal aleb w tayoube w helweh w ana maghroum fiya,Positive,None
@nadinezeidane chou ya3neh face book dakhlik ???,Neutral,Sarcasm
@naghaam1399 lol ah chi helo ya3neh?,Neutral,None
"@NaghamZerdan: @yasminafares1: @NaghamZerdan fakartik 3am btehke 3an hayda taba3 7arim l sultan:p"" lah :p""hahahahahaha",Neutral,None
@najwakaram @NeshanTV ana aslan b7ebou la neshan la2an bi7ebbik web7eb kil chakhes bi7ebbik yeyyy chou bhebik,Positive,None
@najwakaram #JudgeNajwa ye5reb 3a2lik chou lebe2liiik #JudgeNajwa,Positive,None
@najwakaram #JudgeNjawa chou biyelba2liiiiik l aloub l deneee t7ebiiik ya ghelye😘💘🌹🌷 #JudgeNjawa,Positive,None
@najwakaram #thanksnajwakaram 3elamtina ktiir echya bi azdik w bala azdik stafadna ktir w ll 7a2i2a ra7 na3mol lmosta7il ta nredelk lejmil ! #thanksnajwakaram,Positive,Courtesy words
@najwakaram 3am berjof wana 3am ektebliiik 😭💖,Negative,None
@najwakaram aa fekra am et3lam lra2es fa ma aande mshkle ser 2or2oe maake w hek,Neutral,None
@najwakaram ana b7ebik.ktir ya amar,Positive,None
@najwakaram bta3rfe shi? Ana men ba3d 3al thawra ktashafet adey ana fakhoura bi 7obbe elik w aday ana 3an jad “terbeytik”. Merci ennik kabbartine 3ala 7ob watane🇱🇧❤️,Positive,None
@najwakaram Chou nanouj kel chway rt ma fi elna mar7aba kifkon chta2tlkon😘 ento chta2touli 😍,Positive,None
@najwakaram chta2nelek ktir,Positive,None
@najwakaram festanikkk kterr helo l2a7marrr wawwwwwww,Positive,None
@najwakaram hayda elik  marteen kent bade 3aydik w salem 3layki l sabet w mberi7 w ma edret.. Kteer z3elet Bas kteer b7ebik Ma b3ref eza rej3ou wasalolik l wardet mberi7 Nshallah tkouni sheftiyon..,Negative,None
@najwakaram Khalas z3elet,Negative,None
@najwakaram kteer kteer shte2telik 😢 w ba3edni la hala2 sara7a ze3lene kif mara2 AGT kello w re7et e7dar kaza 7al2a w ma edret wala marra salem 3layki ma3 eno areebi menik hal2ad shoufi 😢💔 Natra 3a naar yeje shi Event aw 7afle tashoufik,Negative,None
@najwakaram ktir habbet eno tnaynetna hattin Sol Major 😍,Positive,None
@najwakaram Ma3 l 3elem eni re7et kaza marra 3a #ArabsGotTalent bas bas kermel shoufik 3n areeb w e7kiki bas wala marra 7ada ykhalini salem 3layki.. Bas l sabef lmaade bel zet aktar youm z3elet fi.. ⬇ #ArabsGotTalent,Negative,None
@najwakaram najwa allah ywaf2ik bil tour wbetmanna ykoun el single 2arib b7ebbik ktir ya malake bi kil chi bi sawtik akhle2ik wchakhsitik😘,Positive,None
@najwakaram najwa!! ktir 7elo lclip w sawtik lli m7alla l8enniye..really best singer w ente assalte lfan l3arabe :* chapeau bas,Positive,None
@najwakaram Natrinek 3a nar ya malike 🌹 Ktir met3atchine nesma3 gheniye menik 💖 Bheeeeeeeeebiiiiiiiiiiiikkkkkkkk Ya 3omreeeeeeeeeeeeee,Positive,None
@najwakaram ra7 dal ze3lene eni ma sheftik b AGT la 7ad ma erja3 shoufik w 3awed hal shi 😢,Negative,None
@najwakaram rje3et sheftik bi tesweer 7al2aat ArabsGotTalent bi 9/11 w b 11/11 bs sara7a z3elet la2no ma edret salem 3layki 3n areeb w e7kiki 😢💔 n2aharet #NajwaKaram2018 #NajwaKaram2018,Negative,None
"@najwakaram sarli sene w nos betlob menik tghanili ""wroud l daar"" aktar ghiniyeh b7eba bel 7afleet li bkoun fiya w ekher marra wa3adtini marteen w ma ghanaytiha 😢 z3elet menik Ghanili yeha bel 7afle l jeey please 😢🌸❤",Negative,None
@najwakaram tab ana 3am bedros biologie bel jem3a kid bade estaw3eb eno l 7obb bye7mike w batal khef 3layke kiiifff??? 😔,Negative,None
@najwakaram walla ya najwa ana kheyfe eza b2ina hek netar la ba3den nhejir w ma nle2e sheghel 💔,Negative,None
@najwakaram ya 7abibet albe ente... natrin nehna 3a nar el song yey chou m7ammaseeee b7ebbikkk,Positive,None
@najwakaram ya allah 3an jad ktir chta2tellliiikkkk😭😭😭😭😭,Positive,None
@najwakaram yaane ma fe clip kter helo?🌚,Neutral,None
@najwakaram yala tafasil clip kter helo? Entashero,Positive,None
@najwakaram ze3lene menik,Negative,None
@najwakaram: Li bi 7ebb l ghenniyyi bikoun 7abb Wl ma 7abb chi m3ayyan Hayda zaw2ou L fann zaw2 Ma Baddna n3alli2 3a chi plZ ðŸ˜˜,Neutral,None
@najwakaram: Ya wayli iza ejit 3asfit talej Ya wayli Chou Baddou ysir ? 🙏🙏🙏,Negative,None
@NancyAjram @Fadi1Haddad waw amaising ktr helo habeyto ktr :),Positive,None
@NancyAjram #MBCTheVoice nancyyyyyyyy bet3a2diiiiiiii #MBCTheVoice,Positive,None
@NancyAjram waw ktr helo l trailer habet cant wait @Saidelmarouk nchalla ma tawlo la t3rdu,Positive,None
@nancyramadan18 ktir aweya ma bi5alo 5waser,Positive,None
@NaNo2248 bukra byetla3o Chou 2arra3 ðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral,None
@Nanuchasstar @Naimkmayha @khalilkoussan @ahmadzoulfekar hahahahahahahahahahaahahaha tide hayda =)),Positive,None
@NatashaSassine ana hesse ennu ktir msh shwe :p,Neutral,None
@nathaliebh1 @farahnuruddin chou ken badik bhel chaghle :p enjoy ur summer,Neutral,None
@NathIsmat damma3et now ad ma khefet 3alayk,Negative,None
@NawalElZoghbi da5il hadamtik mwah ♥ 3am no3tash ktir ya nawaaaaal,Positive,None
@NayaAlemBatchir sabahik 3asal ya habibtii nshala nharik ykoun helo ya ekhti l ghalyaaa mwahhh :*,Positive,None
@NaylaNicolas 3anjad.. Hayda she ilwa7ed le ma 3am ba3ref 7ebo ðŸ™ˆ bonjourek have a nice day ðŸ˜˜,Negative,None
@NayouchAH6 wowwww chou halbhekmeh,Positive,None
@NESREENTAFESH nesreeno pls follow 7al2t lyom kenet ktir helwi estamiri,Positive,None
@Neymarinhoo Ah bl nesbe lal fari2 akid ahsan. Rotation w hek mish ghalat bas howe ma ha yerda hayda azde,Neutral,None
@nicolasmezher ana ktr z3elet 3ali 3m t3mlo ma3 rim bs bidal temsilak helo w moudhech :),Negative,None
@Niculotte hahaha hala2 batalet cheyfetik :p,Neutral,None
@NinarElkak chou beke Neuer. Mouhejim,Negative,Bullying
@ninita94 chou 3am ta3emleh ?,Neutral,None
@nizar_maaliki @pierrekhadra pierre hayda mish enta wara hiba ? :p,Neutral,None
@nnak27 la elik chou 3meltellik ?,Neutral,None
@nnejehTweets @BBCSporf epl clubs ha ytall3o KTIR masare hal sene mnel tv broadcast..so l kel ma3o masare..,Positive,None
@NoourNk @joellemaroun law sa7afeh ana b2elik bas manneh sa7afeh so ma ha tnefesneh la ghar la2imeh hiyeh benet la2imeh chou ba3mel,Negative,None
@NoourNk chakhes bighaneh sawto helo elo fatra bighaneh w heik bass 3a chou bet2alho lness w ouw3a tehko 3anna w yay w yi,Negative,None
@nourassaad8 @StaracArabia bas bet3a2eeed keneeet betmaweeeeet &amp; kteeeeeeeeer Dalou3a ino ni7ns bi 3aser soura mesh bi 3asr sout ..,Positive,None
@NourGhaleb hay new commercial bet sawre wledk w bi hetto ahla soura 3al 3elbe kel fatra bi ghayruwa,Neutral,None
@NourH92 hayda el 3ayashen b7ad zeto:p,Neutral,Sarcasm
@NourH92 ma ana bass la2an ken liverpoolðŸ˜¢,Neutral,None
@NourH92 ma bi salle ktir eza ma ken mou coach tbh,Negative,None
@NourH92 mannik bi beirut??,Neutral,None
@NourhaneChehab hayda 3melle block men chi senten Wa7ad ahbal w 3a2lo z8ir,Negative,None
@NourhanKheir HAHAHAHAHAHAHAHAHAAHA ktir awiyyi :p,Positive,None
@NourSaid_ hahaha ktir helo the name btw yimkin bas fi 3 in the world esmon Nye,Positive,None
@novatchok hahah eh ana ktir helwer :p aw la2,Positive,None
@nrkhwnd Lek hole metl sahar ghadar ya alla bdon yemsho be trend l thawra bas ma bdon ykono dod l hizb,Negative,None
@NTabiaat ktir awiyeh ente bl copy paste:p,Neutral,Sarcasm
@OffsideLiam: Ronaldo's vote was for not surprisingly 3 Real Madrid players: 1) Ramos 2) Bale (banter) and 3) Benzema. BANTER,Neutral,None
@ola_krayem ana kenet 9 bas la2anu fi faute d'orthographe ktir shelet 1,Negative,None
@OlaKaram @sarahstarac mn waleaaa chou 3na #Lea_kenza_best_sisters #Lea_kenza_best_sisters,Positive,None
@Omar_Khodor ana member b injaz -.- bas ma bade yensou l shhede bel maktab b beyrouth :P 2al mneb3ata #aramex #aramex,Negative,None
@OSalem96 Bro shu 3m tebke.. beirut ma3a esshel,Negative,None
@OsamaRahhal9 @tonyrizk_963 man ktir sa23a b Zahle l 7arara shi -5 !,Negative,None
@osmanelzein El thawra ma hejamit el momtalaket...,Neutral,None
@OumaiimaKamiil1 @reem19431 sorry hbb kenet ktir madghout el hamdellah now am fine,Negative,Courtesy words
@ousbou3fisa3a 2alla yse3ed chou biyefham,Negative,Sarcasm
@pamelamoussa @mazen_issa kel shi bi wa2to Helo pamm :p,Neutral,None
@pamoffff bas 3anjad tawal ktir 7adis balad chata2na lal barnamj,Negative,None
@pamoula @Rouwa_Saba chou esmo hayda li khtara3 ltwitter het la n2ello barkeh byechtrilna yehaa lol menbi3a w mne2soum ha2a 3a 3,Positive,None
@pascaleyoussef hahaha badde 3almik kelme jdide 3allamne yeha @Vince_Gebran #طريشة lol,Positive,None
@PataPuii ktir whyet ommek,Neutral,None
@Patricia_Hachem Chu helo lebnen huwe w abyad byftah l nafes w bnasina masheklo,Positive,None
@PatrickHajj123 bi 3a2id ana hdorto men 2 weeks ... WaW ...,Positive,None
@paulzakher1 byen2ebro byetsala7o??? Wlak akhhhh 3a hal dawleh chou awiyehhh l3ama bi alba tekhoud arar tfout 3al moukhayamet t2im lsle777,Negative,None
@paulzakher1 ya bayiii ktir cute 😍,Positive,None
@perla_noun yhh :( bass helo el mawdou3,Negative,None
@PerlaBouFrancis chou ya helwehhh,Positive,Courtesy words
@PerlaRahmeh Ma thesse halik special ana ktir ktir ktir erfen hayete halla2,Negative,None
@perlarouhana Fi Kam Hada 3am Yhotto Dislike 3al video W Akid fi Ktir rah Yente2dou Fa 3am Zakkeroun Bi 3e2detoun ;p #LeaMakhoul #LeaMakhoul,Negative,None
@peteryounn3 @sergebassil3 sorry 3anjad wallah ma ken asde ya bros,Negative,None
@phantasmarolla tbh ktir helo cha3ra lal benet li hadik 😊,Positive,None
@Pia_Gea ba3rif ana ktir awe.,Positive,None
@PiaAkoury @NourGhrayeb ana hay awwal palmaresse bbayyin tabi3iyye fiya! Ktir nbasatet :p w awwal wehde bkoun.fiya eddem ;p,Positive,None
@picandhadth eza b beirut badna na3mil hal chi badna faw2 l 10000 7ayyi,Neutral,None
@PinellaHanania sho helo l zh2?? :p :p,Negative,Sarcasm
@precillabouaoun @pearll812 ehh ehh fi ktir osas 👀,Neutral,None
@queen_lea_dalia eza sme3tiya ktebe chou 3am bet2oul plz,Neutral,None
@radioheadout khefet kaffya saraha,Negative,None
"@raedhassoun lech hek mfkrni bkrah l barouk ana ru7i m3l2a bl barouk bas bkrah nesa ""7awach"" 😊",Negative,None
@raghebalama hahaha helo habeyt :),Positive,None
@raghebalama ragheb 3an jad 3alamin badna nez3al walla 3ala min 3a 2aya 2atfal leish deiyman 2stfalna bi mouto syria ghazza beirut before,Negative,None
@raghebalama sabah nour istez ragheb.hadortak w nancy bayadto wijj lebnen b hdourkoun rake wl helo.ma3 tahiyaty.,Positive,None
@ralphmatta @Rami_Chamoun chou ralphh khalaset dares lal final?,Neutral,None
@ramonak23 @MarwaElMarouk ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜°ðŸ˜°chou hayda ya 3ayb el choum,Negative,None
@RamyAyach mou3een shreyf 2al 3annak ma8ror wlk hayda lezem ytom 7alo la sho 3eshto eza enta ma8ror aho 5alla lal ma8rorin yedrab,Negative,Foul language
@RamyMhanna: Mish meshe l hall b hl 3asfe  m2adyina akel azda 7ash*,Negative,None
@Rana_AbiNader cz daraset ktir :p,Neutral,None
@ranamoussallem mercii ktir ena 7a testsdife l queen Lea Makhoul w Natrinkon 😉👍 #LeaMakhoulOnSawtElmada #LeaMakhoulOnSawtElmada,Positive,None
@rania_elkhatib mazel mamnou3 tkebbeh war2a 3al ared w fi mahalet bas lal aneneh w l3ando i3aka honik mich ma32oul chou byehtamo fi,Positive,None
@RashaAbouAntoun hahaha ktir bhebb ekhod close shots lal eyes fiyon details bi khawfo !,Positive,None
@rawan_saade hahaha monsieur ma5ta w monsieur hari2 @Charbelmkrzl,Positive,Joke
@Rawannn7 Yes walladit men shway. And awwwhh 😍 I love this girl betdalle3ne ktir haha,Positive,None
@RayaneHakki ana nawre chou fike ta3mle :/,Negative,Sarcasm
@RayaneHakki chou nawarrr,Negative,None
@RayaneKabbara yalla vote jana 👸🙋,Neutral,None
@RayanGhaziri @Jescasem w ana ma be2dar tarjim hek soura,Neutral,None
@RayanneHarake mathotte make up ktir hek ahla,Positive,None
@rebeccafattouh1 bhes hayda ana sah?,Neutral,None
@RechdanNour yii ana bheb hal soura,Positive,None
@reem_hdr haha ehh lal asaf hayda li 3am ysir hal eyem:p,Negative,None
@ReemEzzeddine hahahaha shi tabee3e ana men awal l sene la hala2 saro shi 8 :D waw helo l terminal ^^,Positive,None
@ReinaDannawi @nadinennjeim @khal333340 @abedfhad bas ma enti li bil souraðŸ˜œ !!,Negative,None
@Renabouabdallah @ElieFrangieh @samerjsaadeh tab halla2 chou jeyineh menna la rima heeheh bcharafkoun kabro 3a2lkoun,Negative,None
@RenaEliass well let's hope they don't :p the trailer is exactly what I imagined when I read the books,Positive,None
@ribalchedid bess fi ktir alo la2,Neutral,None
@Riiiimms chou 3am besir ma3ik lyom haha ?!!,Neutral,None
@Riita8 @andrea_lian helo 3ane :p,Negative,None
@RimaNJEIM @NadineJaber 100% chi bi 3assebbbb wlooo .. eno hatta a2ala el echiya li betfareh ktir nes mich m2amane.. w mich chokran qatar👿,Negative,None
@RimaNJEIM chou ra2yik ta3tina quote tomorrow ?! Chta2na!,Positive,None
@RimaNJEIM ma 3ena ersel ya rima beyrouth gemeyze alla ma3ik ma sme3tik wala lsala ma ba3ref eza men 3endkon or lradio .,Negative,None
@RimaNJEIM nshala tkoun salat ma2boule ya rab kalemek ktir helo ramroummmm rab yesma3 menek ynawerlna 3a2elna w 3a2el l3alam,Positive,None
@RimaNJEIM ya ramroum mech helo.baleke l sobhiye baleke bente sefaret w hiye bta3ref eno kel yom besma3 rima hope tle2ina bokra h anice day,Positive,None
@RimaNjeimShow true ya Rima ahla sabah Mabrouk nchalla bedalik heyk 3enfouwen lmar2a li bedal d3ife binazar ktar kalemik lsade2 m3alam ktir,Positive,None
@RimSoufan Me toooooo ktir fakhame w hek. Hamdila ma jebt el dvds aw bes2ot hal sene :p,Positive,None
@Ritahadsheety thanks anws haha I love Tawa kamen ktir,Positive,None
@ritahayek1 ktr helo e7sesk w akd 3m toussal l msg :),Positive,None
@RitaKaddoum94 Hahahahahahaha ahhhhh😂 w beirut ma3 l wa2et betsere ta3rfeya ktir bas baddik yraw2owa,Positive,None
@RitaNakhoul1 joe yokhtof nafasik,Negative,None
@RitaNakhoul1 maba3ref 👀,Neutral,None
@RitaNakhoul1 roz 3a djej,Neutral,None
@RitaNakhoul1 w er hala2 kenet 3endik,Neutral,None
@RitaRawda I don't like it ktir araf😂,Negative,None
