tweet,sentiment,highlight
@PatrickHajj123 bi 3a2id ana hdorto men 2 weeks ... WaW ... ,Positive,None
@zefloyd @sandrayahya very good ktir helo ,Positive,None
ma badde os2otttt,Negative,None
@Maria_Kassis Lehhhh ktir meshweye:o ,Negative,None
Eh natrik chi awe ktir ,Positive,None
@farah_ayyad7 mhaleyeh ktir chfefik khdoudik ka ano dunno ba3rif sayra tayoubeh ,Positive,None
KTIR ðŸ˜© ,Negative,None
Bro ma3ash bede thawra bede ru7 3a concert the Maine ,Negative,None
kf bet dewo aleb maksour? se3do rfi2a mehteje RT,Negative,None
@Tchuuup @tiffanymurr HAHAHAHHAA HALLA2 SHEFET L SOURA ESTEZ!,Positive,None
hloff eno enta scientifique w bta3nel recherche hadret l neyeb li ma ba3ref esmak?! HAHAHHAHAHHAHA,Negative,Bullying
@AliKaraki91 ta tchouf adde mech taye2on lal engliz chouf chou 7eke 3anon ba3ed el game,Negative,None
Shu hayda yale 2baliii wegik wala amar l leeeellllll?,Positive,Saying
@Ihabinho_Ak @FatimaM_19 hahahahaha ktir.,Positive,None
"#MTV ba3ed fi di3ayet ""ktir ktir ktir binaddif perlex"" ma 3edtouwa mit marra ..:) #MTVFailedAgain #MTV #MTVFailedAgain",Negative,None
omg please ma bsaddi2 fi nes ma3e bl grp 3am ta3mil psychology ,Negative,Bullying
Bhebik ktir haifa @HaifaWehbe merci la2anik radayte 3laye bmout gike,Positive,Courtesy words
Shu helo el wahad yetla3 bi taxi el soboh ykoun hatet CD elissa #HaletHob 😍 la w ma3o kil el cds kamen😍 good morning #HaletHob,Positive,None
Eno le wazir al 3amal mabya3mil metel wazir al tarbeye !!?? Badna n3atil na7na kamen :( #storm #beirut #storm #beirut,Negative,None
Wosleeeeeeeeeeet Tekno Seyeseye M2asame Sene She3e Mase7e Yaaane ka2ano ma sar thawra ,Negative,None
dahre 3m youja3ne :( had bbya3ref chou fine a3mel exercises?,Negative,None
@abdlsater ah helo hahah ,Positive,None
Chou ? Kif ?,Negative,None
ktir bade ghane bas kamen khayfe l kel yeghfa ,Negative,None
@MorenaAndalucia hahahahhahahaha lol ktir osas :p w 3andeh album eleh bas tretil kalimeteh w al7aneh,Positive,None
House logic be like : Hayda el cha5es chaklo merte7 bel nawme 5allina nbalich ndoj w neze3jo 7atta yfi2 ,Negative,Sarcasm
@Hindwana 2ahdam chi 2ekhdine ldor jader ktir ktir mahdoumine bijaneno,Positive,None
@joooyyyyyy KTIR AABELE TAB .. MA FINE BAS MARRA? :(,Negative,None
Ktir bshil knefe mn aand sea sweet now ,Positive,None
@VictoriaElissa allah karim w shehed hayda bikafiðŸ˜ž,Negative,None
@moussa_a_b HAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHHA KTIR AWIYE,Positive,None
@CarenHelou: @KhazenNour Helo asir ??? Oui oui aslan tyes belle kif ma kente (3am betghazal fike eza lahazte :p) ,Positive,None
@HussainAyoub el diet m2assir 3lek ktir ya 7asoon😂,Positive,None
@ziadbourjiii hyt l helo bjr ya albeeeee kifak lyom? Loveee u ,Positive,None
Kello mlabbak ðŸ˜ ,Negative,None
BTESTEHAL! KTIR HELWE YA OMME.,Positive,None
@AbiBb9 @NadiaBsat nadia bsat gher ossaaaaaa chou baddik bet3a2idddddddddd,Positive,None
Teb ktir sa23aðŸ˜°ðŸ˜° ,Negative,Known fact
@staceyhakim @fouadfeghaly shou helwe l soura😍,Positive,None
Ehle ma b 5alloune nazzil l siyyara 3a beirut :( ,Negative,Known fact
@hayda7akeh @fakihn  Chapeau bas .. Thumbs up :) ktir awiyeh hal 7al2a ;),Positive,None
what the hell chou 3ed sar ma3kon? jabbarte ejrik ? w elsa kif saret?,Negative,None
tarakna ana wyyeh,Negative,None
Habbet kif bye2tlo. #law #law,Negative,Sarcasm
@ziadbourjiii habibeee plzzz nazelna soura from set shta2nelakkk ktirrrr Good luck for today bhebakkkk ❤❤😻,Positive,None
@roua_sleem yaaa helo ktir hahahah ,Positive,None
Bukra nezle Beirut w Ahle 3am b hasesune I'm going to war ,Negative,None
3azeb hal semester 3azeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeb,Negative,None
Hahahhhaa Hayda elli besammo ja3dane 😂😂😂 ,Positive,None
omg chou sar be ghadir,Negative,None
MABEDDI EDROSS BADI THAWRA ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜« ,Negative,None
Chou rah yaamloulna bel labs? Kif rah etkharraj ana eza ma aam nekhedon?,Negative,None
HAHAHAHAHA waw bsir metl soha kikano ,Positive,Joke
#typicalLebaneseFather Dad:joanna 7ej tekle btonsa7e W kel ma yjib akel baddo yta3mine bl ouwe #typicalLebaneseFather,Negative,Sarcasm
@SarahAbouTacca @mentionto @justinbieber ehhh ... B7ebbak justin. Hahaahahaha mbala mbala ele aleb bs nzale 3a beyrouth :P(7ejje la tenzale) ,Positive,None
z3elet.,Negative,None
Hayda jamel lebnen ajmal nesaa elard ,Positive,Courtesy words
bhebik ktir ,Positive,None
Benet jirana 3emra 16 lyom khetbeta lol . . . . Khayfeh t3anis ma fhemet chou sayir 3layoun lbanet,Negative,Sarcasm
@YesserTayyara @carolee12345 kel hayda 7ad bayte w mish 3aref...,Negative,None
Hayda minou le3ib haydi temssil thanx brazilðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,Negative,None
aslan chou el helo bel hayet? gher el akel,Negative,Joke
Dude aratet de7ek wa2ta fetet 3layyon like uhm the fuck? ,Positive,None
nes yali 3m t2eli ntebhi 3m yeser2u ktir hal fatra bheb elkon enu eza hada akhad jezdeni ha yredeli yeh shafa2a 3layi w y3tini masari ma3o ,Negative,Joke
Tkheyalo yeje boukra principe de detergence ya3ne hayda li na2is,Negative,Sarcasm
@NancyAjram #MBCTheVoice 3anjad nancyyyyyyyy bet3a2diiiiiiii 3atoul najeh #MBCTheVoice,Positive,None
W ana ble2e tissue musta3male ,Negative,Sarcasm
@gabyassaker hahahahhaha hayda kalbik?,Positive,None
@ReemEzzeddine hahahaha shi tabee3e ana men awal l sene la hala2 saro shi 8 :D waw helo l terminal ^^ ,Positive,None
@CelloSeries @TaraAbdulkareem @nadinennjeim @khal333340 @TaimHasanActor waw ktr helwe hl pic ,Positive,None
bro l o*wet baadon mfakrin l thawra elon😩😩😩ndabbo kelkon yaane kelkon,Negative,None
3a2bel el mieh ya helo happy birthday @paul_riachy 😘 ,Positive,None
@nadinennjeim law bi3a2id w ente btjanine Chu hl temsil l ra23 w helo enik 3m techte8le bli bthebi l fashion ktr helo w tesmimik helo ktr :) ,Positive,None
Ma bymshe l hal jem3a w hek ta2s b nafs l waet lol ,Negative,None
KTIIIRR HELO seret hadreto marten,Positive,None
“@emilioboustany: badde a3tike kel robe3 no2tet hobb”chou emilio😉,Positive,None
@HelenaHerdan ktir heloo! ,Positive,None
Ktir hek Porto's GK ktir ! ,Positive,None
@peteryounn3 @sergebassil3 sorry 3anjad wallah ma ken asde ya bros,Negative,None
@SaraBaydoun1 ktir 7elo,Positive,None
@Samaar_hw @RalphSlt hayda huwe zeto bi 7adis lbalad bss bija33ir aktar,Negative,Bullying
@michaelabizeid hahahahahha hew ktir helo. ,Positive,None
Dakhlik ente chou mahdoume😍 ,Positive,None
Fi kteer wjouh helwe 3a twitter lyommm allah yehmikon ,Positive,None
@najwakaram ya allah 3an jad ktir chta2tellliiikkkk😭😭😭😭😭 ,Positive,None
Chou kamm 3eres bel tankee?!!! :o ,Negative,Saying
badde enteher,Negative,None
Bi chou belik lkel 3m yetzahar nzale tzahare ma3na ,Negative,None
@Karlsfeir bas ana akid hayda l keresh me7she 100$bills ,Positive,Joke
Habbet kif lah tsir l seaa 3 w manne ne3ssene wouuw,Positive,None
kl yom aam bouaa cheyfe kabous w maf2ouse,Negative,None
Sa77 bwefe2 .agree😄😄 ,Positive,None
@JessyRomanos aslan sourtik ktir helweh wejjik ktirr heloooo :p bas mich mbayan :$bas helo wejjik :p bas mich cheyfo bas helo wejik wayno? ,Positive,None
Mesh r7 2et3allam ma ta2il akel abl ma nem Batenjen me7sheðŸ˜,Negative,Joke
Li helo b beitchabeb ano fi 16 knise bas li ahla bkouno noson fadyin w 3al a3yed bte3jo2 ,Negative,Sarcasm
Hayda jamel lebnen ajmal nesaa elard ,Positive,None
@Fadi1Haddad seret hadra l clip 5 marat w ma 3m bchba3 meno ad ma huwe ra23 kn lezm nancy tt3amal ma3ak mn zamen tala3ta bi ahla soura :),Positive,None
W bhebo la moysy ktir ktir ,Positive,None
@shelissyaweah teslamele hayda nourik 😍,Positive,None
@HusseinAlameh @_mayarr @KRHamzeh Mayar kharabet bet twitter bhal soura enta,Negative,Bullying
@ahmadmadi12 kif l helo lyom? Miss u :( mwah ,Negative,None
@atwanlucciana mnihh w mano so3eb ktir,Positive,None
@baradaN_29 Haaaappyyyy Birrrthdaaaayyyy ya albe bhebbik ktir ♥♥,Positive,None
@tatianakarakeli @carelrizkallah hahah shu helo ðŸ˜… tkhena2o ba3d ,Positive,Sarcasm
@S_Assi 2reft l akel ya zalame ad ma akalt lyom,Negative,None
@JamalBarakat ma helo teksouf el 3alamlamma hada yetloub mennak talab helo tlabbe!! ,Negative,None
“@jado_saleh: @fawzimehio Hahahaha Top 1 smalla 270 💃💃 btw byotla3le 😂😂😂 el top deiman 👌💃💃😘😘” hahaha eh smalla habbet 270😳,Positive,Joke
My sleeping schedule kezbe aktar men Marwan Habib ,Negative,None
@audreyakl5 aanjad proud.. ana baadne bkhaf men hal chi,Negative,None
@KrisWazen bas eno walla ana kenet ktir mnih 😂 ,Positive,None
"@Charbelonsky uff kenet jeye red 3leik ""like amagad""",Positive,None
Helo ktir eza finals aa respondus ana jeye tabshe aa wejje.. Chou bade aamol,Negative,Saying
@nancyramadan18 ktir aweya ma bi5alo 5waser,Positive,None
La la laa ya hollandiee chou 3am ta3emloo layleee,Negative,None
Aayne ktir aam toujaane ,Negative,None
Sar fi corona aana bel chere3 alla yestor!,Negative,None
@abdallah_7ala bonjour ya 3omri. Chu helo kel yom ou3a w leke ahla kalem men 7ala ma poupee ,Positive,Courtesy words
Hayda mfakar Sayyid l masi7 mtl Sayyid 7asan ðŸ˜‚ðŸ˜‚ ,Negative,Sectarianism
@CybelSaliby ahhðŸ˜‚ ehh w el tal3a ass2al b ktir ðŸ˜”ðŸ˜‚,Negative,None
Hayde lbenet 7afiz 3laya 😂 ,Positive,None
@G_Rizkallah be charafak chou khass naffis,Negative,None
Sa2ta men awal yom.. Helo ,Negative,Sarcasm
@FaridaZeinaty Faridaaa:( ente bta3rfe chou bene:/ haha:p ,Negative,None
@RitaKaddoum94 Hahahahahahaha ahhhhh😂 w beirut ma3 l wa2et betsere ta3rfeya ktir bas baddik yraw2owa,Positive,None
@DonKraidly Hahaha bs Hala2 saro khatereen ktir! Nshalla ma yejo dodna bil CL 😂😂,Positive,None
@ReinaDannawi @nadinennjeim @khal333340 @abedfhad bas ma enti li bil souraðŸ˜œ !!,Negative,None
ok maybe ktir 3am khaffe2 bas eno 3al alile jarrabet.. Semhoune,Negative,None
@pascaleyoussef hahaha badde 3almik kelme jdide 3allamne yeha @Vince_Gebran #طريشة lol ,Positive,None
hayda laeano manik sexy metla w ente ghiyrane ,Negative,None
@MishGhareeb @WaelMansour0 ktr helo ma ma32ul sawto kn r23 ,Positive,None
Ahle 3mlo popocorn w a3adune beynetun saro yt3mune b3d chwe tafa2o ykhdule lcell bala hess sar baye yjrib ykhdo w eme kmn la ystlmune😂😂😂 Akhhh ktir dhktt😂 ,Positive,None
7AYETE KEZBE MA T5ALLINE ERJA3 BALLISH BEKE ,Negative,Saying
Fasharet 3a ra2btak w ra2bit m3almak w ra2bit li khalafouk ,Negative,None
@nnejehTweets @BBCSporf epl clubs ha ytall3o KTIR masare hal sene mnel tv broadcast..so l kel ma3o masare.. ,Positive,None
bade hada ydafine ktir bared ,Negative,None
Men wen toli3 haydaðŸ˜­,Negative,None
@Bayernoholic W anaaaa hahahaha *high five* ana 1st team Barca 2nd Bayern 3rd Liverpool ;p 3amle teshkile :p festo2 joz w loz ,Positive,None
Ya ilahi shu hayda,Negative,None
Chaklo 3eyich 3a gher kawkab hayda... ,Negative,Bullying
ktir tal3a mahdume bi 3eshk l nisa2 @nadinennjeim,Positive,None
@miro_nk @dana18D @lovelymemo2000 @najwakaram ouli l7amdellah ana b7ebou ktir la 7azzi bs lama te7kini nannouj ykhalili 7azzi hahhahaha,Positive,None
Wow hayda goal !,Positive,None
@abdosfeir hadan allak ennak ktir mahdoum? :),Positive,None
@nrkhwnd Lek hole metl sahar ghadar ya alla bdon yemsho be trend l thawra bas ma bdon ykono dod l hizb,Negative,None
Atel ,Positive,None
@dimasafieddine bhebbik ktir,Positive,None
ma bheb hayete hek,Negative,None
Charlie Sheen ktir awe. Charlie Sheen ktiirr ktiir awe bi two and a half men,Positive,None
Marco el soura ktir helwe w wad7a 7atta profile pic ,Positive,None
@lea_karam ma3 batata w toum 😍 ,Positive,None
Emme bedda tfajjer l bmw wel golf la2ano elman...khedelkon ba2a,Negative,None
@eddy_hatem ahh non mna3mol tweet up 3a charafak :p,Positive,Joke
@hassanation @TheMestanefra hahahaha. Balashet gym w hek. Fa bada tekol ktir 😂😂 ,Positive,None
@abdallah_7ala bonjour ya 3omri. Chu helo kel yom ou3a w leke ahla kalem men 7ala ma poupee ,Positive,Courtesy words
Lea ktir pedophile 😂 ,Negative,Bullying
@ChaficAtallah @maxwont khaye mar chabel ma hada ba arreb 3lei chou fehem ? ,Negative,None
@MMhedged ktir awiyeee 👏👏👏,Positive,None
@AliJMansour @BoshraTweets mafi majel lal mu2araneh haydak dress bikel me3na lkelmeh hayda charchaf ma3 berdeye lezim tnedeh bayadat lal be3 ,Negative,Bullying
7asis 3youn nancy ajram ra7 yekhtefo ðŸ˜ ,Negative,Bullying
Chou hal chi ?!!!!!! @hayda7akeh,Negative,None
fetet fiye siyara ana w rej3a 3a beit men beirut.. achat albe bas hasset bel darbe,Negative,None
Yi waw sar 3nna 7koume :'),Positive,None
Kinte betjanene 😍😍😍 ,Positive,None
"@mayadiab quoting ziad ""maya 3enda sheghel al ma ba3ref hayda shu eza manno shghel..."" The concert was great and i love the new song!",Positive,None
“@_Rami_K: @TonyDaouu @carlkhoueiry @Mayharoun 3ida please ktir helwe”😂😂,Positive,None
Ouaa tohdar you ana ma to2to ktir 3assabne,Negative,None
@RamyMhanna: Mish meshe l hall b hl 3asfe  m2adyina akel azda 7ash*,Negative,None
@Andrea_Hajal lek chou hayda ktir hekðŸ˜»ðŸ˜»,Positive,None
Byehkoune ashkel ktir gharibe 3al kik,Negative,None
sar enfijar bi iran!!!,Negative,None
@jeanluc2 ma bhebb etmacha bellel honik ma berteh,Negative,None
@RimaNJEIM ya ramroum mech helo.baleke l sobhiye baleke bente sefaret w hiye bta3ref eno kel yom besma3 rima hope tle2ina bokra h anice day ,Positive,None
@samirsleem chou mfakarna milan ? Anw ana fe2id l amal hal sene CL so eh mafroud yta3mouna khara l layle,Negative,Foul language
@sallyhijazi habbet tattoo haifa,Positive,None
@MiguelChallita @FunnyLeb hahahaha awiye ktir :') ,Positive,None
@AndrewBachir hahah bas wla :p,Positive,Joke
shu hayawanet ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,Negative,Foul language
@najwakaram ktir habbet eno tnaynetna hattin Sol Major 😍 ,Positive,None
@GaelleAbiC chou bet hebbe halik,Negative,None
@RoulaZaiter akiddd shta2telik hahaha &lt;3w ktir kamen nakasht dene w ma l2itik tlo3te mghayra esem haha yalla basita ha2 3layke ente ases hbb,Positive,None
@maria_harik w ana ktir bhbebikkkkkkk,Positive,None
Chou ossit #mentos w tde3wos ejren w ri7it ni3o. Enno ma fi afkar de3ayet a7san? #mentos,Negative,None
khserna match el football chabeb,Negative,None
Ta3e ana w yeke na3mello video Haram he's cute w twitter bale bizahe2 ,Positive,None
ktir sara333!! Kel el wa2et ide 3a albe,Negative,None
Hahahahaha ehhh ,Positive,None
@tiffanymurr Ana ktir mabsout mennik bhal lahza,Positive,None
kellak aala baadak helo ,Positive,None
tamnounii 3ala nancy! akhadoula jawza? hiyi sarla chi? w wleda kif,Negative,None
hi rje3et la hayete l tabi3ie. kifkon ? ,Positive,None
Merci 😍 la nchuf bass chou 7a yseer hall kam yom 😂 ,Positive,None
@AsmarMaria 3anjed eno ana aw2at lama chufik 3am tdakhne b sir ma3e bonner! Min hal ahbal hayda li ma bye2ta3 wala b2ay tari2a,Negative,Foul language
La abdon not his job to steal people’s properties and make it his not even for the government. W ana sarah bebke bas emshe b shawere3 beirut. He completely changed the city’s identity and history. Hay ba3ed ma fetna b meliyit el dawle li nahaba. Alla yghane2lo. ,Negative,None
Sar 2was be adonis ! Helo action bel hay ,Negative,Sarcasm
Helo ktir na7esna ba3ed ðŸ˜° ,Negative,Sarcasm
Bye3jebne Hayda yalle 7odir 50 Shades of Grey bass ma byo7dar Mia khalifa l2eno 7aram ,Negative,Sarcasm
@NadineElRassi @Mariane_Saad woselik saleme aw nesyetne ðŸ˜ knt ktir habe enzal bs ma edrt chefte el school chu bta3mulðŸ˜­,Negative,None
@Bayernoholic Hahaha wallah :p ktir aweye kenet hone :p,Positive,None
Akh ya albe ,Negative,None
@AndrewBachir toz 3leik ðŸ˜œ,Negative,Foul language
@DollyAyash1 W ana la7 e7darik :-) .. Yala take care b 3aj2it beirut :p ... Mwah ,Positive,None
Aanjad ana w aia ktir mnettefe2 btefham ,Positive,None
Yekhreb bayta jawza shu helo 😋🤣 ,Positive,None
@perlarouhana Fi Kam Hada 3am Yhotto Dislike 3al video W Akid fi Ktir rah Yente2dou Fa 3am Zakkeroun Bi 3e2detoun ;p #LeaMakhoul #LeaMakhoul,Negative,None
Lyom da2it rfi2it 3mte w ma b3rfa w dalit thkine chi 1h w blchit 3rft habe t3mle nursing bs lyke ya joya balelik hal chghle fkre b3den eno bdk trabe wledk w ta3ab w fkre bchi ektisad w t2amne masare w ykun helo Bro ana b3rfk chi? Merci 3al nasi7a bs ma hdn talab r2yik w merci :) ,Negative,None
@whammoud14 Nsit t2oul eno sawta baado helo w 3am b sir a7la w a7la,Positive,None
@Vince_Gebran yes rahibe!!! ,Positive,None
HAHAHAHAHAHAHAHAHA SHU HAL NO3 HEDA ,Positive,None
@LeaMakhoul Hayetee Chou Helwee Hal Souraa😍😍Men Ente W Zghire Bet 3a2deee😍😍God Bless You Bothh😍 #LeaMakhoul #LeaMakhoul,Positive,None
Shou hal costume l helo bas 😪 ,Positive,None
@ahmadmadi12 yii shu bheb when you reply me :$ktir bnbst nshala nharak ykoun helo habibi lyom mwaaaaaaaaaaah ,Positive,None
Hahahahahahahaha ktir 3abeleeeeee ,Positive,None
Ktir bhb bass ybahdelne khaye ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹,Negative,Sarcasm
Ansar w liverpool 3laye ktir hal2ad ,Negative,None
@LaraBouMoussa aslan fi parts manne ktir fehmeton :/ bass yalla ... 3am net3allam chinese ... Baddik ahla men hek??!:p,Negative,Sarcasm
-Lily chou ha ta3emle men ba3ed ma tetkharaje ? -nem. ,Negative,Joke
@HelenaHerdan hahahahhaha eh ktir cutee :p ,Positive,None
Akh yaret helem hayete hayda ,Negative,None
mich ma3rouf kif rah ykoun el toslih....,Negative,None
3andibak chou bekrahak ðŸ¤— ,Positive,Joke
Bas enno seriously ana ele yawmen betkhayyal keef l ahadees 3am tejre bayneton 3al whatsapp group tahdeedan Hariri: ya shabeb ba3ref badna nesro2 kellna badna nesro2 hayda mettef2een 3le kellna bas afarouna wled l haram halla2 shu badna na3mel ,Negative,Sarcasm
@sxlxnv bhebek aktarktir ktir mniha hamdellah!!!,Positive,None
Leano ente no nice aa halikðŸ¥º ,Negative,None
@_Nikkiie_ w er :p,Negative,Foul language
@GhinwaOm ktir mou5ife !!,Positive,None
quarantine mch nafsell chi la kell el 3ial :(,Negative,None
@TeoJaber @NicoleNahra @GreaterThn azdak seret helo ? 😁☺️ ,Positive,None
@ChantaleFahed3 thanks bab l helo b shouf kel shi helo ;* ,Positive,None
@Xriss_jor You Are Moree Than Amazinggggg!!!! E7sessik bl ghinniye akhdne la denye tenye...!!! :) «3 #MBCTheVoice #MBCTheVoice,Positive,None
Sociologic w physic w maths w helo hal sabah :) ,Negative,Sarcasm
@ChaficAtallah skot chafic ,Negative,None
@batoola_ibrahim hahaha .. ma tfakrine nese el soboh chou hkite,Positive,Joke
Ma3ke alef? 3tine alef Ya habibe law ma3e alef ma kenet benzal happy hour,Negative,Sarcasm
@miladhad sawtk helo w enta mahdum :):p ,Positive,None
Tb walla sa23a ,Negative,Known fact
Hayda lGeo byeje 3a eco bel 3arabe . W es ðŸ˜© ,Negative,Foul language
@LaraAtat akidddd kel leil 3am bi fakir bi hakeh marwan charbel li bi fout bel aleb ,Negative,Sarcasm
@ElieMarioo ktir mniiihh 👍👍👍,Positive,None
Shu helo eno tnem w tnem w tnem w tehlam enak neyem w tou3a w terja3 tnem w tnem w tnem ..🙊l mohem goodnight.. ,Positive,Joke
Habibi ana ykhalilik 3ayltek w yen3ad 3layki w 3layon ,Positive,None
@PerlaBouFrancis chou ya helwehhh,Positive,Courtesy words
@MishGhareeb @WaelMansour0 ktr helo ma ma32ul sawto kn r23 ,Positive,None
@JoAshkar enta rejel ktir mahdum bchaklak w7araketak,Positive,None
haraaaammmm ktir zghir hal 3asfour,Negative,None
@SarahAM99 Chou sar,Negative,None
Mertadde ,Negative,None
"Ahla shi bass yed3ouna ""li dabt l nafs"" w ""tajannoub l fetna"". Merci ya3ne 3melto sheghelkoun ktir mnih ",Negative,Sarcasm
@FawazMay eno ma byitla3le bonjour?????ahl ljnoub kerama wala chou??????,Negative,Sarcasm
Bade enjahhhhh ðŸ˜ª ,Negative,None
math w englize tmrw helo kteerðŸ‘ŒðŸ˜­ ,Negative,Sarcasm
Shu hal hmar hayda ,Negative,Bullying
@MariaS_Official hahaha jamelo akid mafi ahla min hek amar mech rah n5aber hada hayda ser,Positive,None
Shilo l maze7 bas mousalsal Myriam Fares ktir awe. The story is good!,Positive,None
ykhalili hal 3youn 😘 ,Positive,None
Hazze l beche3 I only go TR :(,Negative,None
Ana fhmen wejhtet nazarak...bas into from your point of view ma fhmenen ino n7na ma mnosa2 la bel 7ariri wala ghayro jarabnehon ktir w kil mara feshlo kilon y3ni kilon...Meshklitna msh bas mshklet mataleb..mshkletna meshklet the2a w la7 ndal n7arebon w 3lyna w 3ala 23de2na... ,Negative,None
@cherif_allam hottellak chi soura m3atmeh aktar,Negative,Bullying
@eyadnakad 2-hayda el tefkir li 3am yjer el balad la fetan mazhabiye w 3ayb nda7ek a3de2 3layna ,Negative,Sectarianism
Eza metet mn l sa23a tzakaro ene bhebkon,Negative,Joke
Friend : man chou sayir ma3ak nezil akel bel bouza wel sweets ? Me : mberi7 3emil se3ten sport 3am jarrib rawwe7on,Positive,Joke
Chaklo nabil sar chater bel Teswir 👍🏼👌🏻 ,Positive,None
according to oomf ana nes7an wejje sar ansa7 bas eza habb l hawa w ramani bsir b beirut,Negative,Joke
@Ghinwa_10 chou ya helwee kifnaa ?,Positive,None
ktir z3elet 3anjaddd,Negative,None
Bhbk ❤️ ,Positive,None
Bta3rfo shou l helo bhayda l ta2es? ,Positive,None
@JeanPaul87 ana hek.. hal chi mich mrayahne abadan.. allah yestor,Negative,None
chou wade3 l ghanam be jbeil????? ,Negative,None
@atwanlucciana ANNNNNNN NEWTON MAHAL LL AKEL,Positive,None
NAJIIBB ANA BHEBAK KTIR @NajibDagher1,Positive,None
"@raedhassoun lech hek mfkrni bkrah l barouk ana ru7i m3l2a bl barouk bas bkrah nesa ""7awach"" 😊",Negative,None
ktir bi dahhik el maw2af,Positive,None
Msh 3m la7e2 jowa w barra ðŸ™„ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,Negative,Joke
@RomyMChaoui uf oui fhemet! Hahah chou bekee??-.-,Negative,None
@DayanaElHachem hahah ta3e kele fi ktir:p,Positive,None
@RimaNJEIM chou ra2yik ta3tina quote tomorrow ?! Chta2na!,Positive,None
Se3a 3 ma ba3refak...3anjad 3am tehkune fb chat ? ,Negative,Sarcasm
Ya3ne habakit ma3e ekoul popcorn mahrou2 halla2 w kassir snene ,Negative,None
@mariagilmour6 yemken hayda 3anjad helem ,Negative,None
@MohamadJalloul_ Jalloul jeble username nasser ibrahim hayda m3 l milan halllllllla2:p ,Positive,None
Teb ma mammiiii bede bouzaaaa,Negative,None
Le amir ktir helo?😂 badde yee please god😍,Positive,None
@sallyhijazi hahahahahahhahahahahahahhahha wlak chou khasneh anaaaa entehhhh 3am t2elile ken ra7 yejeh lol,Positive,None
yareet hyete metlik @valerieabouchacra kenet b3ich b alf kheir. mich metel haallaa bmout w biich la ekol leema,Negative,None
Men aleb el forn w men kell albna. Men2elkoun sa7tein 3a albkoun. ☎️ 01-324222 or 71-228282 ☎️ #Boutata #eatmorepotatoes #BoutataLebanon #SimplyDelicious #bakedpotatoes #jacketpotatoes… https://www.instagram.com/p/Bt0_O16g5Db/?utm_source=ig_twitter_share&amp;igshid=14oqrg84334uf #Boutata #eatmorepotatoes #BoutataLebanon #SimplyDelicious #bakedpotatoes #jacketpotatoes,Positive,None
La2 msh ana! ,Negative,None
Chou lal chaba3 el infijaret ,Negative,None
Guys l 3alam l sawton helo &gt;&gt;&gt;&gt;&gt; ,Positive,None
ya delliii chou sayer barraaaa,Negative,None
ana as7abe byet7amaloune hayda lfare2😂 ,Positive,None
Ktir zaha2 w ktir shob.,Negative,None
"Halla2 Yemkin ""Hayda Hake"" Byeshbah CHWAY Program Bassem Youssef..Mesh Mhem..El Mhem Eno El Program Men Awwal Hal2a Nejih..!! Great Job All",Positive,None
sarle sene bjarreb et3allam guitar w mch aam tezbat .. khalas ma ba2 rah jarreb :/,Negative,None
#3aBele pasta metel te3ul @thesofaqueen ktir taybin!! #3aBele,Positive,None
donald trump? donald duck b zyede aa raebtak w ktir kamen,Negative,Bullying
awlkon byaarfo shou yaane حكومة تصريف أعمال? bshekk bl mawdou3. ,Negative,Sarcasm
ma twa2a3et hek chi menno! disappointed.,Negative,None
@camsafa CHOU AWEEE,Positive,None
@christybarakat ken fi ktir talej bs 3elyet el harara ktir so faraya msakra ARZ MSAKRA fi bs laklouk wel laklouk&lt;&lt;&lt;,Negative,Known fact
@alii_wehbi hahaha shu hayda ya 3ayda :p,Positive,None
Ma 3am befham ma ken lwade3 mni7 chou li fawa3o heikkk,Negative,None
@aziz1617 la2ano ktir z3elet ana... Hahahahaha btw ya habiile unfollowed**** ,Negative,None
bara lebnen ya kalb ento 5hayneen ,Negative,None
fi rehet bakhour ktir awiye.. what are my neighbors summoning ,Negative,Joke
Ya3neh cherket samaaaaaaa hiyeh lreb7aneh l akbar cz fi ktir 3alam chtaro lcart w halla2 ha yedfa3ouloun to3wid hahahahha so reb7anin,Positive,None
Ya aame anjad baarf eno sawte mez3ej w mesh helo w metl lm3zeye bas ana ray7 aal hafle la enbost w sare5 w 8ani ma3a mesh ta 23od  khalass tsay7osh aalye ,Negative,None
ma habbet kif kholsit el season :( #you,Negative,None
People like you give us hope 🙏🏻 ba3rif kaza hada hek w ktir bombosit bas a3rif Bravo and i really wish everyone can do that✌🏻 ,Positive,None
Ana hesis rah trouh 3layna ana heik sheyif...maximum khalas iza ma meshe hal l balad men hejir men3ish b balad yalle 3eyshin fi l 3awniye balad akho maniouke shaklo ma baerf wein bas balad ktiir helo ,Negative,Sarcasm
Ma fi ktir hawa ðŸ™„ ,Negative,None
@Malaakannan Hahaha ktir da77akne walla :p,Positive,None
